att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,class
5.683574,5.662475,2.704403,0.229391,3.696407,-1.900178,0.123057,-0.56462,-0.562687,-2.006609,0.389572,-0.673527,1.674314,2.114051,-0.416863,0.358568,1.900597,3.773793,2.068996,4.020218,4.264133,2
2.083643,0.93312,2.213557,0.784169,6.609064,0.63377,0.509568,-0.148419,0.372668,0.144779,-1.638392,-1.532743,0.076084,1.692665,0.681064,2.938619,3.076555,4.375889,-0.033539,3.808728,3.089535,2
2.645766,3.491184,2.528503,-0.140068,3.882328,0.023154,-0.208585,-0.727573,0.946133,-0.413821,0.077939,-0.422918,2.15269,1.635024,1.790747,2.462864,2.766548,3.665894,-0.969699,5.856018,4.722645,2
-0.503791,1.414445,1.104095,2.04374,3.321199,-1.849562,-1.005925,-0.740505,-0.169649,0.625093,0.061211,1.431516,1.675929,2.572428,2.778357,3.316176,2.497811,3.913714,0.560256,1.119875,4.143902,1
0.400688,-0.349098,0.284536,-1.59851,0.901412,-1.415967,-0.535517,0.260297,-0.105413,1.43184,3.165789,3.690176,5.265699,6.02461,4.880555,3.525588,2.970748,1.504868,-0.62126,1.344504,-0.681069,1
4.113048,2.689021,1.695267,0.225014,5.024204,-1.021967,0.983074,0.016285,-2.162436,0.559036,0.329196,-1.039011,-1.041552,1.758263,3.013114,5.884001,2.723629,5.26643,0.417673,4.803138,2.185765,2
-0.0945,1.106922,0.506754,-1.437494,0.885856,-0.909003,-1.472434,-0.317606,0.607164,2.649805,2.724697,1.883239,3.434324,4.959712,4.622702,2.900277,3.438441,3.01191,-0.348245,1.08734,1.597485,1
2.639814,1.681583,0.638878,0.744964,2.983022,1.501298,-2.3201,0.01425,1.173633,1.076032,0.245756,2.30646,1.474157,2.419475,3.919736,3.263254,4.683929,5.945824,1.610752,3.542062,0.328518,1
2.436984,-0.607261,0.570033,-1.620144,3.865897,1.778868,0.349863,1.625574,0.669137,1.257449,2.156802,1.075241,2.483068,2.879563,3.548102,3.813217,2.961039,2.271735,-0.624969,2.928979,1.756984,1
2.544849,2.532399,2.625329,0.432348,2.726199,1.061704,0.749551,0.6883,3.520061,0.386989,2.057744,3.171016,2.700332,2.971332,2.759704,0.118881,3.826488,1.007062,-0.533098,1.290631,2.481894,0
0.990521,1.752941,0.046273,-0.256533,2.478971,0.966667,-0.55769,-0.069587,0.73285,1.98018,2.180441,3.640225,4.992307,5.727465,4.541801,3.438346,1.925063,1.454523,0.626092,2.133361,1.260118,0
0.933889,1.248629,0.625021,1.212737,3.349097,-1.346882,-0.943577,-1.159309,0.953352,0.019277,2.040614,2.337889,3.095465,5.527099,4.386022,3.576909,5.415048,2.756188,1.785073,3.475668,0.246932,1
2.180319,0.790191,-0.548138,0.51422,4.045739,1.009185,-1.303223,0.712339,1.384519,0.32078,0.791753,-0.065784,0.111085,1.988213,4.240155,1.818393,2.701521,4.599622,1.609209,3.105313,3.421847,2
3.871695,3.389017,1.843885,2.152042,2.840947,-0.229791,1.422461,1.383058,-1.576269,-2.091756,-1.23998,0.274567,1.490916,0.992651,2.553602,2.86047,3.640245,4.869735,0.340451,5.788681,5.08575,2
1.439383,0.344316,1.12621,-0.595881,1.265079,0.33183,-0.678612,1.583459,2.232527,1.826188,2.950342,3.381977,3.699827,1.91043,1.792839,2.797347,1.794989,3.240444,1.996196,1.742607,0.923375,0
3.693936,2.677126,1.385375,0.608965,3.833157,-0.852554,-0.832742,0.040212,0.866747,-1.093434,-0.273484,-0.370001,0.010345,1.705389,2.767893,3.453764,2.815814,3.327788,-1.52071,3.915533,2.863008,2
4.836332,3.112597,4.727969,4.149639,4.39615,1.236981,-0.420202,-0.648621,0.103302,1.377654,1.494064,-1.034749,0.079936,-0.814322,1.677829,-1.786471,2.312177,1.286586,2.392517,3.708367,6.889023,2
4.323649,1.501008,1.825058,1.202372,1.371414,0.037304,-0.212495,0.505634,0.221159,-0.205875,0.470994,1.903073,1.961238,2.055326,1.795364,2.03503,-0.2611,1.728448,2.001983,2.88781,1.192172,0
5.301575,5.158482,3.833084,2.290117,3.934104,1.14599,1.281854,1.312816,-2.532729,0.538474,0.840485,-0.484366,1.623716,0.075841,0.892763,-0.099989,1.659831,2.263157,1.74139,3.070034,4.227105,2
3.035675,3.999938,4.740115,1.931997,2.104009,0.090868,-1.111577,-0.181863,0.704714,1.050263,-0.466579,0.593089,-0.466327,1.75209,0.68691,0.733943,3.003257,4.101311,1.76895,3.421887,2.503291,0
0.675886,0.953463,0.435403,-0.767707,0.730056,-1.010416,-1.59513,1.003567,-0.000078,1.938888,1.684039,4.194537,3.802277,5.293262,4.921876,4.287934,3.876522,3.74341,-1.423864,-0.569595,-0.099409,1
2.979818,1.024505,1.862972,2.695604,3.216624,-0.507751,0.616939,-1.913836,-0.757268,-0.16674,-1.023757,-0.724492,-0.316603,0.920656,1.66415,2.046927,4.230026,5.092322,-0.554267,5.286436,4.972066,2
4.608908,5.320359,3.424703,2.124897,4.888074,1.093486,0.138237,-0.674593,0.383052,0.374096,0.530022,-0.671767,-0.147408,0.284967,0.795385,3.234685,2.610047,3.645717,0.822974,3.104752,3.052219,2
2.116064,1.619664,0.786766,1.43079,2.812057,0.371719,-0.456704,1.195209,-0.906972,2.455825,1.818387,2.582174,4.203087,5.475437,3.645018,2.224203,1.304492,1.856823,1.243612,0.306073,2.336626,0
1.208398,0.420575,1.81545,0.028253,0.95194,0.462173,-1.401489,-0.201934,1.095558,1.592404,2.675639,2.643263,1.487543,3.591064,4.17647,0.600282,1.062116,2.951942,1.52363,2.383673,2.292622,0
1.240489,1.734958,-0.558615,-0.312992,1.53574,0.92634,-0.229148,1.195245,0.014253,2.644274,2.585564,3.163766,3.972663,4.472321,5.138658,5.130271,4.62386,3.572873,-0.023693,-0.191231,0.667834,1
4.790078,4.466002,2.089882,2.449052,3.542639,0.36927,1.714711,1.954336,-0.175462,-0.641899,1.064292,0.430329,-0.617043,1.67717,-0.101229,-0.301778,1.973109,5.394366,0.405775,1.53101,3.057033,2
0.391123,-0.680141,0.752048,-1.438615,4.846821,-2.32407,1.069091,-0.184281,-0.362064,0.452708,0.969839,1.238777,2.785792,2.072359,3.548744,2.79828,4.840086,5.322826,-0.856447,1.341803,2.924156,1
0.552892,0.09784,-0.312203,2.360962,2.648895,0.82691,-0.983005,0.596467,-0.281109,2.302777,0.613081,1.666027,2.465803,3.662149,4.396182,4.883562,4.952124,3.978501,-1.705347,2.84141,2.018287,1
-1.293593,-0.214107,0.316803,2.291937,0.766296,0.476511,0.946656,1.341384,1.566108,2.560936,4.084162,2.9025,1.85803,5.306662,3.000515,4.704133,3.599451,4.706614,0.048393,0.845233,0.130916,1
4.333707,4.79398,3.517005,1.931456,3.836785,0.911217,0.700377,0.027044,0.379753,1.053183,-1.261336,0.870581,0.157638,-0.559414,-0.206186,1.976287,1.01192,2.791812,1.900642,3.430795,5.72274,2
2.862227,1.313359,-0.832921,-0.604114,3.399878,0.776262,0.902299,-1.121835,-0.00511,0.456638,-1.317824,-2.417045,0.367554,2.731354,2.524707,3.371473,4.193166,6.897485,-2.606905,4.393184,3.224449,1
0.473614,0.308539,-0.437079,-0.627547,2.758295,1.069182,-0.68998,0.064625,-0.317855,-0.168671,1.444911,2.180774,2.175226,4.446709,4.197964,3.435927,3.976812,4.264033,0.220132,3.861308,2.968895,1
4.522894,2.239257,2.277278,0.73702,1.974441,1.188737,0.147653,1.121795,-0.115405,1.775614,1.561497,2.401262,0.056191,0.471254,-0.084722,3.123228,2.335669,1.846818,1.3522,1.248561,3.684513,0
0.03571,-0.590896,1.543567,0.746818,1.312399,-1.560842,0.854615,1.750617,1.015512,1.128977,2.419747,1.828936,3.53274,3.526032,3.537307,5.539894,2.982728,3.980419,0.341483,0.138363,-0.127735,1
3.37657,2.623776,2.385307,2.19527,2.764317,-1.160404,1.581466,0.945666,-1.364676,0.213031,0.011435,1.2729,-1.41714,-0.767568,2.028204,1.013918,3.727822,3.600038,-0.359506,1.938673,3.846391,2
2.132892,2.31463,-0.059253,-0.137612,4.582957,0.846872,-0.329192,-0.157774,1.845772,1.288633,0.134333,0.108434,0.914133,2.730107,3.131125,4.441545,3.242526,5.584529,1.508228,2.372977,2.19503,1
5.651722,2.79491,1.790445,2.672146,3.045844,-0.474365,0.380056,-1.196478,-1.313002,0.083015,0.396285,0.977429,-0.148081,-1.169171,1.083313,0.731598,2.628356,1.536919,2.162931,3.886833,5.350209,2
1.496002,2.422027,1.809287,2.574579,2.724733,-0.103411,-0.851921,-0.199433,-0.623311,-1.545626,0.230587,-1.310226,-0.991268,3.425158,1.997805,2.151691,5.266309,4.343423,0.901927,3.211114,2.172096,2
0.563919,-0.591074,1.626089,1.178538,-0.392623,0.403192,-0.894328,0.883271,0.945346,1.293118,2.912391,2.265477,3.592845,5.980455,4.693677,3.219087,3.25046,1.629053,0.503478,1.366965,0.661956,1
0.743591,-0.296654,0.347999,-0.750867,4.675113,-0.192391,-1.041794,-0.285434,0.55428,2.078215,1.048919,4.610203,3.948391,3.718474,6.741104,2.713484,1.467173,4.055587,0.297633,-0.012298,0.832617,1
0.706065,-0.922211,-0.684904,-0.344138,3.358271,1.492655,1.431784,-0.217559,0.659073,0.86988,0.496004,2.871646,1.894721,3.955466,3.030095,5.119939,4.604511,3.903462,-0.608088,1.409653,1.316486,1
4.262314,4.143254,3.04025,1.919326,3.817757,1.802325,0.667779,0.248097,0.684859,-0.026003,-0.862525,-0.589789,0.34144,0.313693,1.706454,0.709779,1.399713,2.341831,-0.234021,4.725924,3.819079,2
2.036371,0.040243,-0.518957,1.524409,4.284373,0.834285,1.382905,-0.980648,0.343658,1.370522,0.333519,1.39682,2.489461,3.816316,3.656759,5.587608,3.728956,4.801062,-0.570085,2.170209,2.04634,1
0.333632,2.179692,1.623568,1.058976,0.867997,-0.46487,-0.469688,-1.655814,-0.160291,2.01214,3.722272,1.338611,5.367775,4.355879,4.381262,2.825259,1.851242,0.103219,1.830527,3.109164,-0.07654,0
1.392621,1.372423,-1.291235,1.092687,5.560367,3.058993,-0.334063,0.308002,-0.598982,0.956042,0.755319,1.673183,2.743912,4.076872,4.198288,5.447187,3.961633,6.240858,0.809034,3.055904,1.25344,1
3.801099,3.598035,2.799885,3.182057,3.126192,-0.547933,-0.987008,0.411308,0.760078,0.650397,2.863045,1.326921,2.209673,1.585806,2.279131,1.877929,0.913393,2.345651,0.745447,3.653095,2.616665,0
3.34301,3.656036,2.561551,2.378813,3.377091,1.071457,-0.857453,-1.149567,0.647414,0.991001,0.09879,-0.307558,0.740844,0.493154,-0.34785,0.321547,2.281565,2.219622,2.203374,3.954256,4.043795,0
0.420315,2.313981,1.903353,1.467751,0.636908,-0.598091,-0.890702,-0.143817,-0.005499,2.458564,3.08749,3.39044,4.600073,5.760083,3.064046,5.049365,2.052928,2.037969,2.170997,1.718749,-1.280209,0
4.468856,4.314198,1.315475,0.66723,3.430689,1.467523,-0.738155,-1.022865,-1.039702,0.544492,-1.846335,-1.102757,0.532291,0.690456,0.551161,1.447926,2.226788,4.664086,1.5057,4.591332,3.453485,2
7.094399,5.175412,2.809718,1.907715,3.433585,-0.574176,0.185172,1.083517,0.557345,-0.307167,0.740132,0.426832,0.147911,1.132238,-0.82517,2.468017,0.975855,2.093465,0.80692,2.415668,4.32867,2
4.169815,5.909348,3.073794,4.630395,3.004864,0.673036,-1.423472,0.393564,-1.915657,1.946549,-0.115099,-1.652617,-0.302416,-0.587767,0.115687,0.780399,0.250446,2.47444,3.017679,4.008685,4.82457,2
5.392427,5.770578,4.222569,2.470197,2.311007,-0.211498,0.198127,-0.356004,-0.373212,-1.032147,-0.877813,-1.484681,0.659757,1.826315,0.199906,-0.791111,-0.312737,1.499777,1.16829,2.972302,4.953404,2
-0.198296,1.166757,-1.9327,0.867258,-0.060886,1.081954,-0.64933,-0.614161,0.87664,3.580683,1.707935,2.594218,2.824066,5.086896,3.171154,3.340372,2.805206,3.903865,0.343825,1.851443,0.271145,0
5.008472,5.027176,2.678286,2.197266,3.567205,-0.032956,-0.575347,1.324022,-1.728208,1.499005,-0.116293,-0.170225,0.211108,0.543208,0.509852,-0.266916,1.408081,3.036043,1.672291,3.539854,5.129614,2
3.948178,2.454661,1.180799,-0.88473,3.883009,1.914246,0.658081,-0.81539,-0.084128,1.809014,-0.061421,0.816134,1.963902,0.977108,-0.533543,2.470646,4.409261,4.89301,0.687463,3.75231,2.616558,2
1.96016,2.226863,2.681994,2.292932,4.119649,0.726409,-0.206304,-0.157869,-0.24168,0.422188,-1.368228,-0.839374,-0.351142,1.13364,0.06252,1.561217,1.429426,2.700847,0.289174,3.745778,3.846024,2
3.339284,4.189788,2.673493,1.87021,2.432406,0.649324,-0.289752,1.696225,-0.032771,0.317645,-0.504989,1.165265,2.497467,-1.097366,-1.507519,2.029988,1.285599,3.553193,1.716587,3.960283,4.184723,0
1.584969,0.461071,-1.149394,0.652686,2.896966,-0.887123,-0.832022,-0.84687,0.715711,0.566782,-0.302143,1.55829,2.831932,4.533072,3.10902,3.585266,5.242672,6.066367,1.317149,3.081793,2.825546,1
2.36544,4.053396,1.330589,1.618643,1.700352,0.183443,-0.159987,-0.199226,-0.585301,-0.016445,0.965782,2.758948,2.427683,2.991353,3.3547,3.630643,1.430412,0.76873,1.060925,0.318469,1.465909,0
1.134785,1.997283,1.146569,0.74076,3.719567,2.511962,0.439207,0.977388,0.59569,0.013029,2.172979,1.611174,3.256753,3.44021,2.482513,2.366438,1.873833,3.304735,0.923665,2.624487,2.126927,0
2.41693,2.063464,0.303994,1.224445,4.861809,-1.007058,-0.96277,-0.185105,0.654509,-1.584707,-1.515515,-0.382676,1.172816,1.240745,1.11857,2.928338,3.8538,4.315779,0.886796,4.865557,2.639442,2
1.813585,-1.272052,-0.364392,-0.92822,4.787133,-1.120825,0.165561,-1.685359,-0.622753,2.432382,-0.470179,0.568288,3.380157,3.157753,3.633751,4.054583,4.652709,5.55506,0.417089,4.210184,1.75234,1
1.715988,1.779594,2.80424,1.210513,0.818404,1.60393,-0.139025,0.047377,1.724698,1.723865,2.992883,2.852334,3.233601,2.766644,2.349192,3.644664,0.053732,1.509808,-0.493555,0.527602,1.85304,0
4.541619,2.953844,3.695367,3.331413,1.113033,0.110445,-2.746876,-1.105096,0.257217,0.485442,0.022115,-0.074552,-1.288769,0.86445,0.329676,-0.547543,0.506932,1.759736,0.833156,5.507055,2.644719,0
2.823491,2.451105,1.246262,0.619832,0.301715,0.808346,-1.41545,2.352461,-0.57959,0.872188,1.849009,2.607919,1.848272,4.163862,1.107373,2.156981,1.478033,0.627813,-1.128175,3.506828,2.162821,0
4.885667,3.049307,1.39543,3.044598,3.89839,-0.063599,-1.219104,-0.503041,0.91415,-0.675624,1.016663,-0.633305,-1.041451,0.058448,-0.255551,1.042586,2.699222,2.292053,2.342882,2.281776,4.02853,2
-0.235898,0.352734,0.412218,-0.370432,2.033696,0.041559,-0.505607,0.598095,0.729739,2.140471,2.711952,3.48651,4.696641,5.749289,2.745763,2.540768,1.857269,3.08382,-2.054475,0.975162,-0.856998,1
3.903847,4.375479,2.965058,2.372108,1.64532,0.294703,-0.091062,1.289124,1.085862,1.365198,0.020271,1.473142,2.626627,2.289687,1.197144,-0.027088,1.901638,1.279938,-0.169924,1.997505,2.113844,0
4.394718,1.774815,3.001384,0.676396,3.655733,0.090755,1.537074,-1.637588,-0.52293,1.028639,-0.305195,-0.268572,1.0686,1.688933,0.737758,0.757381,4.021385,4.429289,0.359173,3.311029,3.902683,2
5.42171,1.431355,3.849714,2.675552,3.936884,0.732429,0.345885,-1.797081,-0.769623,1.866002,0.026818,3.027002,1.442203,2.427917,1.922615,1.133295,1.03706,2.063119,1.373235,4.644545,1.174381,0
0.46284,0.441645,0.684819,-0.008042,4.675327,0.994739,0.087889,-0.33614,0.274042,0.059991,0.149381,0.739327,2.100759,3.956103,4.317336,5.076218,2.968694,5.093067,1.146953,4.041321,3.466733,1
0.904584,-0.086576,-0.612063,1.399716,4.134118,1.942106,0.559892,-1.55563,0.815588,0.751138,4.161432,0.840086,4.334309,3.940333,3.074704,3.628539,2.7344,2.958485,-0.108232,1.588351,2.921374,1
0.770861,-0.451207,-1.384692,2.068195,3.267522,0.132533,-0.238453,0.73957,0.421474,0.5723,0.241216,1.623062,0.690106,1.426364,2.526582,4.363438,6.093695,5.573585,1.048535,3.083091,1.751919,1
1.132309,0.057993,-1.169511,-0.231958,2.680141,-0.625212,-0.084047,-0.915786,1.212478,-0.933411,2.16414,2.504064,0.498759,5.237941,2.333423,3.341806,4.355353,5.423853,-0.34925,3.165007,1.660138,1
0.903057,1.147247,1.772993,-0.201732,0.673874,0.39404,-0.592535,-0.123608,0.236873,2.139529,2.635986,3.22668,1.865916,4.024894,3.935338,2.190505,2.11757,1.207853,-0.012673,1.530892,0.328859,0
5.322505,3.001343,0.983103,1.963949,3.40633,0.692198,-0.54115,-0.82252,1.110502,0.125647,-0.326376,-0.879713,1.423585,1.927751,0.365678,2.291385,2.085868,3.166884,0.064507,4.657953,3.666204,2
4.813874,2.82492,0.780616,1.196916,1.224555,-2.483612,-2.301594,1.704151,1.817554,0.68219,1.307897,2.258252,3.402751,4.017177,2.670748,4.27193,2.284042,0.279427,-0.574864,-0.121067,3.169888,0
5.142737,4.571905,1.594949,2.51225,5.191717,0.21583,-0.778104,-0.236464,0.716094,1.359989,-0.704654,1.293219,-0.375047,1.329549,0.503568,1.033145,1.565324,2.505051,1.874041,2.371873,5.514928,2
5.760143,1.470025,1.052094,0.22696,4.543858,1.553162,-0.705122,0.216852,0.816978,-1.058893,0.320903,-0.362171,0.741167,2.755854,2.007245,3.726648,4.842549,3.122111,-0.089307,3.878247,2.050066,2
6.866269,6.789388,1.922453,1.485601,1.823282,1.011649,-0.595716,1.489798,0.329801,1.189871,-1.34397,-1.128251,1.134005,0.855568,1.224514,-0.606899,0.893105,2.991296,1.813502,2.999606,5.457426,2
0.90601,1.998772,1.407668,2.297047,0.773218,0.415764,0.362099,-1.192826,-0.267289,1.715811,0.970841,3.490774,2.35873,5.181777,2.568066,2.792292,0.352453,2.653939,-0.591693,1.286413,1.027308,0
1.473459,1.301559,-0.556665,0.316764,2.134474,0.620631,0.990207,-0.084428,-0.334126,0.992088,0.420908,2.00823,1.15418,4.053433,1.78782,3.098062,6.591103,5.544514,0.710999,2.898963,3.28809,1
0.44545,1.060883,-0.765902,0.724382,4.128533,0.415456,-1.065419,0.884667,-1.157118,-1.874543,0.59433,2.39505,3.088722,4.624255,5.14543,4.426664,4.92995,4.25163,-1.077271,2.678159,1.690779,1
0.391447,0.145919,0.971777,-2.325227,0.955058,-0.988511,-1.078185,-1.274948,1.374768,1.704635,2.188215,3.64265,4.237941,3.177228,3.360453,4.802072,4.46479,3.381937,-0.063723,3.425535,0.496438,1
1.052854,-1.458513,0.163721,-1.453363,5.332583,-1.320062,1.368015,-0.717297,0.851909,-0.14154,-1.946175,0.100696,0.77888,4.206985,1.941313,3.674146,5.060643,5.9813,-0.110042,5.469352,1.960189,2
0.468742,0.190313,0.133541,0.617486,1.455676,-0.142882,0.319588,-0.158501,-0.05895,1.278902,2.319161,3.805414,3.171735,5.141922,4.453216,5.290938,2.014665,0.593203,-0.345722,0.74098,1.962824,0
1.722166,2.797291,-0.431797,-0.500541,4.528787,2.077247,0.950133,1.950449,0.431607,-0.135397,2.180087,1.584144,2.007438,4.579089,3.663982,3.175938,2.529326,3.429004,0.194884,0.193315,-0.754876,1
-0.136785,1.175977,0.164731,-0.888228,2.187038,0.067324,-0.221909,-1.301096,1.168868,1.874971,1.449874,1.668769,3.035245,6.44921,4.31759,3.326608,3.697871,1.471449,-2.81138,0.846747,1.240488,1
-0.380199,0.599894,-0.260395,-0.027143,1.359667,-0.763786,-0.49309,-0.304559,0.263226,1.199698,2.335359,5.011594,4.180283,4.835883,6.044279,4.35262,4.19429,2.834389,0.357033,1.967381,0.382089,1
5.786988,3.861811,3.923874,2.400259,3.512621,1.161749,-0.096696,-0.846807,0.731618,-0.874178,0.676193,2.379574,0.244969,2.158464,1.364529,0.469168,2.421284,2.51833,2.498511,2.534132,4.92775,0
0.139527,0.838343,-0.834405,0.68713,3.432579,2.1527,-0.924177,-0.04437,1.079462,1.204564,3.651417,3.330398,4.710447,4.401074,3.483321,4.042441,3.464414,3.177214,0.845183,2.495411,1.701096,1
5.024404,1.879888,2.733152,1.971899,5.276611,0.798136,0.878094,1.033834,-0.066,1.23133,0.447036,-0.16487,-0.142015,0.895377,3.195524,1.01097,4.122925,5.032623,-1.049457,3.186337,4.618858,2
-0.032815,-1.101442,2.083752,1.937658,0.531687,0.244134,0.089154,1.290287,0.591982,2.928814,3.276937,3.185376,2.938098,4.667062,3.856011,4.049356,1.084547,1.352911,-1.002603,0.465338,0.839874,0
4.240355,2.958636,2.554895,-0.528009,5.338287,-0.899725,-0.154144,-1.823433,0.623091,-0.208809,1.152242,-1.767526,-0.397449,0.299075,2.456707,3.959258,3.02196,3.176453,1.97922,4.929116,3.61089,2
0.765063,1.013016,-0.194105,0.058983,0.476938,0.298025,-0.671675,0.869765,1.965141,2.285265,3.378078,3.441451,4.923853,6.6839,5.148941,4.236329,2.11342,2.2346,0.09321,1.380556,-0.912181,1
1.549457,1.85392,2.031079,3.121162,1.261597,-0.398627,0.576575,-0.179278,-0.092268,-0.534232,2.630255,1.651018,0.667996,2.557314,1.618161,2.079434,3.192633,1.504501,2.504873,2.260859,3.288616,0
0.336469,-0.726847,0.818627,0.664697,2.287856,0.542654,-0.865157,-1.67362,1.726278,2.185756,2.380599,2.700595,4.844476,4.700605,4.642568,4.942136,2.696592,0.850923,-0.443684,1.064263,-0.891398,1
2.777085,1.665558,0.877461,-0.108465,3.068447,0.3703,0.879899,-0.08828,1.22521,0.969427,2.21787,3.358327,3.110076,4.660646,4.952551,2.087183,4.436247,0.908008,0.964805,0.670931,0.925358,0
0.502189,-0.17436,-0.351617,1.340726,0.372617,-0.514892,0.468658,-0.699821,2.272412,2.06544,2.947045,3.638358,3.687434,6.745959,5.055268,4.441306,4.335477,2.346215,-0.083108,0.274652,2.0196,0
1.640669,3.024502,2.582452,0.808912,3.048334,2.082529,-1.020193,0.354126,-2.083903,0.412095,-0.567637,-0.70976,1.172136,1.521985,0.067926,2.161173,5.702922,3.106369,2.25186,0.823498,4.021939,2
2.375174,-0.611771,0.980954,0.322066,1.262545,1.536828,-0.245714,0.385803,1.395583,2.318799,0.664902,1.496473,3.235211,3.55042,2.926468,3.660928,1.130883,3.198312,0.435731,0.899479,0.370322,0
3.588547,4.347103,4.568781,4.072744,3.374506,0.446384,-2.103828,-0.860572,-0.864862,0.281851,-0.293625,-1.251131,-1.815128,1.311206,2.220619,0.327404,2.271303,2.198104,1.576261,4.197525,4.60545,2
0.298354,2.862818,-0.030431,0.576373,0.397318,0.265343,-1.276422,0.101354,1.773542,1.737056,2.306545,2.401492,3.711117,6.074105,5.086645,2.0657,2.625995,2.446636,2.137644,-0.196778,0.676329,0
0.628689,0.887341,1.246838,-0.226853,0.444051,2.090604,-2.025208,-0.408247,2.293653,1.065084,2.637564,4.211734,5.149659,6.213004,5.413936,1.937211,2.425187,2.093454,-0.598406,-1.129554,-0.533093,0
2.081294,0.421476,0.513769,-0.573868,4.239006,-0.015561,-0.793589,-0.493766,-0.254637,-1.438551,2.556499,0.09334,0.425379,2.00162,2.828203,4.464867,5.038143,7.276884,-0.037213,2.328841,2.890677,1
5.582939,4.483685,3.082761,2.02051,2.756715,-0.438159,0.198765,1.448607,-0.82109,0.765424,1.493265,2.497303,2.435676,1.414787,0.984043,2.166565,1.460904,1.698723,0.408222,1.506871,3.62983,0
3.290595,1.732132,1.659971,2.917209,2.774921,0.700829,1.013212,-2.385229,-1.426905,1.222989,1.487756,1.419724,2.182362,2.771832,3.55869,2.110335,1.793749,1.831184,1.099221,4.845084,2.539654,0
2.60787,2.748035,1.772859,2.021105,4.493369,0.794149,0.765699,0.061906,2.314039,-1.146925,-0.698918,-0.730299,1.232064,2.415278,1.77483,2.391842,3.337862,3.568947,0.931373,3.887173,2.757081,2
0.73941,0.022411,-1.158301,-1.970076,1.711527,0.970751,-0.660095,0.284011,0.678594,-0.637145,4.016973,5.424944,3.9288,6.150557,4.426184,1.978331,2.785643,1.219854,0.16889,-1.368448,-0.040985,1
1.190397,-0.008694,1.006091,0.669288,3.114519,-0.322619,-0.764144,0.378901,1.129203,1.874314,0.673778,3.224141,3.52353,4.431567,4.866011,2.807843,5.603508,2.297035,-0.528607,1.519182,-0.10045,1
3.694144,2.965054,3.391345,1.815217,2.541247,0.126057,0.00629,0.246287,0.58534,1.050431,0.869619,2.164964,3.045611,1.453806,3.673237,3.100077,2.781201,1.714998,1.498838,0.997511,1.004413,0
1.337338,-0.978632,-1.537288,-1.596557,1.472161,-0.962447,0.67548,-0.52463,0.334932,1.337147,1.622086,1.14622,2.614619,5.228951,4.82497,3.825478,2.260685,2.608224,0.945012,2.041719,-1.115032,1
-0.855001,1.060298,1.467052,-1.551467,1.286245,-0.982651,0.121424,0.294651,0.707038,2.864039,3.453681,2.324311,3.802821,3.990484,4.92573,5.149078,3.845987,2.133659,-0.383244,0.857093,1.499525,1
1.146098,-0.014187,-0.981984,-1.748571,1.308945,1.566201,-0.120201,-0.816013,1.261077,-0.779772,0.903725,2.461194,4.181642,2.935182,4.105775,3.800614,4.554206,4.167342,-0.706729,0.25305,-0.826754,1
5.629831,2.103944,4.19185,2.594599,0.811872,2.872381,-0.889336,0.888876,0.540227,0.769748,-1.50845,2.657548,1.745667,0.278672,1.529666,1.444823,2.030601,2.325234,2.917451,1.220644,4.015915,0
4.641102,2.451384,4.664015,2.6735,3.118711,0.930171,1.061547,-0.054497,0.778717,-0.966087,1.723107,-0.241688,1.195151,1.867845,1.401139,2.186559,1.829351,0.766184,1.232225,2.42818,5.114082,0
2.682665,1.865474,1.377445,0.912755,2.559072,0.635117,-1.242731,-1.08108,-0.73011,1.482015,1.894407,0.710627,1.457894,3.779511,2.51763,3.281195,3.273952,2.768168,-0.231402,1.780265,3.52056,0
5.07738,4.006676,3.646878,1.327815,3.167833,2.970987,-1.240911,0.669745,0.392892,0.728066,-0.456415,-1.762573,1.649887,1.085858,1.636194,1.442959,2.599524,2.420278,1.826453,3.560797,5.403473,2
0.504393,-0.755431,-1.112244,-0.175868,1.836046,-0.580421,-0.847795,0.142582,1.596524,1.037832,2.983637,3.30057,5.427183,3.648752,3.483867,5.412979,3.898326,2.34842,-1.057151,1.112222,1.027938,1
4.404686,3.539799,2.981554,1.981863,3.109924,2.377827,0.118883,1.950335,0.62059,0.813851,1.177975,0.636883,2.561303,2.447205,-1.159785,-0.201107,1.58749,2.299537,2.273655,3.686915,4.283628,0
0.770258,1.488172,1.135956,-0.862026,4.40103,-1.496543,-0.271222,-1.707423,0.00531,0.269845,0.980066,0.160569,2.892786,2.075117,3.085746,3.232966,5.200775,4.175363,1.202498,2.219843,2.741231,1
3.427424,3.947679,1.785711,0.823239,5.041471,-0.232787,-1.480218,-0.432825,0.236531,-0.175268,-0.843427,-1.52046,0.950582,0.455927,2.201933,1.439598,1.983149,3.704563,2.19127,3.740251,2.912843,2
3.278412,3.104176,0.643981,-0.748134,4.173259,1.791154,1.923529,-0.729406,-0.747595,-0.963647,-1.885104,0.753455,0.190752,0.303772,0.556125,3.258829,5.265355,5.30591,1.977447,2.906959,4.360748,2
3.738344,6.108114,3.973193,2.739546,3.564773,1.033782,-0.160973,0.513213,-0.092233,0.646067,1.152322,0.370731,-0.228392,1.714724,0.215983,0.350595,1.83692,3.129949,0.412757,4.051894,3.176691,2
